name,rank,count,prop100k,cum_prop100k,pctwhite,pctblack,pctapi,pctaian,pct2prace,pcthispanic
NAPOLITANO,4917,7153,2.42,60248.64,93.26,0.32,0.73,0.14,1.17,4.38
GOODIN,4917,7153,2.42,60251.06,86.16,8.26,0.73,0.95,2.11,1.79
MATTESON,4919,7148,2.42,60253.48,94.74,0.35,0.78,0.62,1.57,1.94
AU,4919,7148,2.42,60255.91,8.38,(S),83.07,(S),5.69,2.48
SHADE,4919,7148,2.42,60258.33,76.04,17.24,0.67,1.78,2.31,1.97
CARRENO,4922,7146,2.42,60260.75,9.31,0.15,0.41,0.17,0.15,89.81
RANA,4923,7145,2.42,60263.18,10.57,0.59,83.22,0.55,3.05,2.03
WOODBURY,4924,7144,2.42,60265.6,82.56,11.77,0.5,0.55,1.83,2.79
SPRIGGS,4925,7143,2.42,60268.02,51.63,41.4,0.43,0.77,3.49,2.28
SNOOK,4926,7141,2.42,60270.44,95.13,0.43,0.43,0.63,1.71,1.67
PELTIER,4927,7140,2.42,60272.86,81.86,3.22,0.81,8.8,3.04,2.27
MACKLIN,4927,7140,2.42,60275.28,43.05,51.58,0.34,0.35,2.41,2.27
CASAREZ,4927,7140,2.42,60277.7,6.89,0.27,0.24,0.62,0.22,91.76
MCDOUGAL,4930,7139,2.42,60280.12,76.71,18.17,0.64,0.77,1.85,1.86
OXENDINE,4930,7139,2.42,60282.54,22.16,7.89,0.29,63.68,4.93,1.05
HUNG,4932,7137,2.42,60284.96,4.19,0.5,87.73,0.13,2.72,4.74
LOVING,4933,7135,2.42,60287.38,62.72,29.22,0.49,1.18,3.77,2.62
BARROS,4934,7134,2.42,60289.8,45.09,16.26,3.98,0.67,3.66,30.33
BOCANEGRA,4934,7134,2.42,60292.22,4.44,0.21,0.39,0.18,0.18,94.59
RIDGE,4936,7133,2.42,60294.63,86.26,7.01,0.48,1.04,2.37,2.85
NAIL,4936,7133,2.42,60297.05,86.74,5.4,0.98,2.33,2.07,2.48
MOLL,4938,7131,2.42,60299.47,89.58,1.4,2.22,0.13,1.25,5.43
RODDY,4939,7127,2.42,60301.89,76.22,18.39,0.51,0.25,1.91,2.72
NATION,4940,7125,2.42,60304.3,79.14,13.21,1.4,1.54,2.3,2.4
RIGSBY,4941,7124,2.42,60306.72,84.49,10.57,0.36,0.91,2.04,1.63
ZIMMERMANN,4942,7123,2.41,60309.13,93.77,0.66,0.91,0.15,1.18,3.33
GOODING,4942,7123,2.41,60311.55,70.38,22.94,0.62,0.72,2.16,3.19
VANDENBERG,4944,7121,2.41,60313.96,94.61,0.27,0.63,0.41,1.43,2.65
HOGG,4945,7119,2.41,60316.37,81.91,13.95,0.72,0.35,1.39,1.69
MCDADE,4945,7119,2.41,60318.79,64.9,29.93,0.34,0.81,1.99,2.02
WILKIE,4947,7116,2.41,60321.2,85.29,4.57,0.6,4.58,2.46,2.5
WAINWRIGHT,4948,7114,2.41,60323.61,76.82,17.63,0.38,0.53,2.29,2.35
STEEL,4949,7111,2.41,60326.02,79.17,13.81,0.72,0.87,2.18,3.25
RAINWATER,4949,7111,2.41,60328.43,83.83,5.16,0.55,3.3,4.53,2.63
ENRIGHT,4951,7108,2.41,60330.84,93.18,0.75,0.77,0.87,1.7,2.73
ACKLEY,4952,7102,2.41,60333.25,93.65,0.25,0.62,1.58,1.87,2.03
BANKSTON,4953,7101,2.41,60335.66,62.74,31.18,0.39,0.55,2.76,2.38
WESTPHAL,4953,7101,2.41,60338.06,94.92,0.21,0.63,0.42,1.35,2.46
NESMITH,4955,7097,2.41,60340.47,51.87,41.41,0.59,0.44,1.82,3.87
WELBORN,4956,7095,2.41,60342.88,90.46,5.53,0.31,0.61,1.14,1.96
TROWBRIDGE,4956,7095,2.41,60345.28,94.77,0.44,0.65,0.62,1.58,1.95
ARAIZA,4956,7095,2.41,60347.69,4.59,0.08,0.21,0.39,0.21,94.5
SATO,4956,7095,2.41,60350.09,9.12,1.07,73.54,0.14,8.77,7.36
HAGUE,4960,7093,2.4,60352.5,64.67,2.66,27.29,0.45,2.23,2.69
SUH,4961,7089,2.4,60354.9,1.93,0.45,95.15,0,2.14,0.32
HANNAN,4962,7086,2.4,60357.3,86.99,2.72,5.39,0.64,1.99,2.27
FELLER,4963,7085,2.4,60359.7,94.59,0.71,0.64,0.58,1.58,1.91
PALOMARES,4964,7084,2.4,60362.1,3.9,0.13,3.33,0.16,0.28,92.21
OROPEZA,4965,7082,2.4,60364.51,4.41,0.25,0.2,0.11,0.23,94.8
LAGUNAS,4966,7080,2.4,60366.91,3.49,0.13,0.65,0.08,0.11,95.54
HUSKEY,4966,7080,2.4,60369.31,85.73,8.29,0.71,1.62,1.81,1.84
TURCIOS,4968,7073,2.4,60371.7,3.03,0.47,0.07,0.11,0.07,96.25
SLAYTON,4969,7069,2.4,60374.1,81.21,12.9,0.47,0.81,1.92,2.69
RUDY,4969,7069,2.4,60376.5,93.59,1.37,0.65,0.16,1.32,2.91
GUIDO,4971,7068,2.4,60378.89,61.25,1.29,1.58,(S),(S),34.95
DOE,4972,7066,2.4,60381.29,54.91,29.9,3.92,0.82,1.95,8.49
COMEAUX,4972,7066,2.4,60383.68,77.65,19.12,0.25,0.4,1.47,1.1
BACKUS,4974,7064,2.39,60386.08,87.15,7.96,0.54,0.34,1.83,2.19
DESTEFANO,4975,7058,2.39,60388.47,94.72,0.27,0.51,0.11,0.99,3.4
MARLER,4975,7058,2.39,60390.86,93.67,0.43,0.43,1.05,1.57,2.86
PUGA,4977,7056,2.39,60393.26,5.16,0.68,0.4,0.14,0.14,93.48
TOBAR,4977,7056,2.39,60395.65,8.87,3.27,0.55,0.1,0.45,86.75
KUHNS,4979,7055,2.39,60398.04,95.58,0.17,0.86,0.38,1.52,1.49
DAMIAN,4980,7048,2.39,60400.43,19.62,0.82,4.82,0.55,0.75,73.43
SPURGEON,4981,7047,2.39,60402.82,88.15,5.66,0.54,0.85,1.86,2.94
SAUL,4981,7047,2.39,60405.21,80.89,8.85,2.06,1.66,2,4.54
BRUMLEY,4983,7046,2.39,60407.6,89.84,3.87,0.47,1.22,1.89,2.71
BROWNELL,4984,7045,2.39,60409.98,92.85,2.61,0.62,0.48,1.39,2.04
MCKELVEY,4985,7043,2.39,60412.37,84.82,11.16,0.35,0.38,1.58,1.7
PALM,4986,7041,2.39,60414.76,84.38,8.9,0.89,0.24,2.02,3.56
GASKIN,4987,7039,2.39,60417.14,47.24,45.55,0.72,0.44,3.13,2.93
RODERICK,4987,7039,2.39,60419.53,86.16,6.99,0.57,0.55,2.29,3.44
HARGRAVE,4989,7037,2.39,60421.92,76.6,18.27,0.45,0.64,1.61,2.43
DIMAS,4990,7035,2.38,60424.3,12.82,0.51,0.43,0.21,0.17,85.86
PATERSON,4990,7035,2.38,60426.69,84.21,10.29,0.81,0.4,1.79,2.5
KINARD,4990,7035,2.38,60429.07,64.93,30.02,0.4,0.45,2.23,1.96
ARCHIE,4990,7035,2.38,60431.46,17.9,74.54,0.41,1.86,3.31,1.98
BICKEL,4990,7035,2.38,60433.84,95.58,0.33,0.55,0.38,1.12,2.03
WALLIN,4995,7034,2.38,60436.23,94.65,0.58,0.61,0.48,1.35,2.32
SIPES,4995,7034,2.38,60438.61,93.57,1.48,0.58,0.58,1.45,2.33
GIDDENS,4995,7034,2.38,60440.99,69.78,23.87,0.41,0.51,2.16,3.27
KINGSTON,4998,7033,2.38,60443.38,84.35,9.77,0.78,0.41,1.58,3.11
SEO,4998,7033,2.38,60445.76,2.23,0.38,95.66,0.07,1.05,0.6
HARTWELL,5000,7032,2.38,60448.15,76.54,17.55,0.57,0.85,2.08,2.42
LORA,5001,7030,2.38,60450.53,10,1.72,1.07,0.13,0.5,86.59
SPITZER,5002,7027,2.38,60452.91,96.04,0.23,0.6,0.23,1.04,1.86
PENALOZA,5003,7026,2.38,60455.29,2.15,0.13,1.71,0.07,0.26,95.69
VELIZ,5004,7024,2.38,60457.68,6.48,0.3,0.56,0.19,0.17,92.31
GLAZE,5005,7022,2.38,60460.06,73.2,20.76,0.31,0.71,1.79,3.22
TARR,5006,7021,2.38,60462.44,90.81,4.09,1.13,0.19,1.69,2.09
BEALS,5007,7020,2.38,60464.82,85.07,9.29,0.75,0.74,1.79,2.35
BUTT,5007,7020,2.38,60467.2,55.58,2.22,37.02,0.33,3.03,1.81
CARRASQUILLO,5009,7015,2.38,60469.57,5.6,1.33,0.16,0.07,0.33,92.52
VARGHESE,5010,7013,2.38,60471.95,1.95,0.26,95.38,0.46,1.48,0.47
MCBEE,5011,7011,2.38,60474.33,83.33,11.31,0.27,0.53,2.11,2.45
FRIED,5012,7010,2.38,60476.7,95.91,0.43,0.77,0.23,1.1,1.57
MACON,5013,7008,2.38,60479.08,31.89,61.03,0.43,0.86,3.28,2.51
DURDEN,5014,7007,2.38,60481.46,59.47,35.59,0.27,0.61,2.1,1.96
OSTROWSKI,5015,7005,2.37,60483.83,96.46,0.14,0.5,0.11,1,1.78
BOZEMAN,5016,7004,2.37,60486.2,68.58,26.68,0.34,0.53,2.37,1.5
BERNARDO,5017,7003,2.37,60488.58,49.86,1.2,30.92,0,2.23,15.79
BERKOWITZ,5018,7000,2.37,60490.95,96.63,0.33,0.51,0,0.53,2
SHIVELY,5018,7000,2.37,60493.33,93.83,2.29,0.54,0.36,1.13,1.86
ARANGO,5020,6998,2.37,60495.7,7.72,0.66,0.51,0.09,0.21,90.81
DELAFUENTE,5021,6996,2.37,60498.07,7.28,0.2,5.03,0.11,0.49,86.89
MERKEL,5022,6991,2.37,60500.44,95.17,0.27,0.7,0.31,1.5,2.05
VICTORIA,5023,6989,2.37,60502.81,17.86,7.15,10.06,0.1,1.46,63.37
BOYNTON,5024,6983,2.37,60505.18,82,12.95,0.53,0.96,1.8,1.76
KHALIL,5024,6983,2.37,60507.54,75.53,5.3,9.92,0.24,6.07,2.94
MCGARRY,5026,6982,2.37,60509.91,94.3,0.74,0.86,0.17,1.05,2.88
MIN,5026,6982,2.37,60512.28,3.68,0.43,92.15,0.07,2.74,0.93
WOODLEY,5026,6982,2.37,60514.64,46.29,46.68,0.34,0.6,2.75,3.34
FRIDAY,5029,6980,2.37,60517.01,61.48,27.77,0.73,5.2,1.98,2.85
HEFFNER,5029,6980,2.37,60519.38,92.99,3.12,0.34,0.37,1.3,1.86
BARCENAS,5031,6979,2.37,60521.74,3.25,0.21,2.65,0.11,0.37,93.39
SMITHSON,5032,6978,2.37,60524.11,88.68,6.69,0.53,0.85,1.53,1.72
MUSICK,5033,6972,2.36,60526.47,93.7,0.4,0.76,0.82,1.46,2.85
BASTIAN,5034,6967,2.36,60528.83,84.64,6.07,1.19,0.37,1.12,6.6
QURESHI,5035,6966,2.36,60531.19,5.77,0.82,87.04,0.36,4.28,1.74
MONTEIRO,5036,6965,2.36,60533.56,54.86,27.81,5.7,0.65,4.34,6.65
JESSUP,5037,6964,2.36,60535.92,81.85,12.68,0.57,0.53,1.81,2.56
COUNCIL,5037,6964,2.36,60538.28,34.06,59.79,0.3,0.45,2.43,2.97
BARRINGER,5037,6964,2.36,60540.64,85.64,10.25,0.29,0.57,1.26,1.98
FISHMAN,5040,6962,2.36,60543,95.86,(S),0.63,(S),0.95,1.98
MARTINDALE,5040,6962,2.36,60545.36,87.32,6.31,0.7,0.95,2,2.73
JUDY,5040,6962,2.36,60547.72,93.79,1.54,0.73,0.93,1.45,1.55
HEFFERNAN,5043,6961,2.36,60550.08,94.34,0.17,0.96,0.11,1.48,2.93
ROHDE,5043,6961,2.36,60552.44,94.93,0.37,0.46,0.29,1.44,2.51
REAL,5045,6959,2.36,60554.8,30.09,2.5,5.76,0.49,1.05,60.11
YEH,5046,6958,2.36,60557.16,2.47,(S),92.8,(S),3.42,1.11
BEESON,5047,6952,2.36,60559.51,93.33,0.39,0.56,1.28,1.78,2.66
BEARDSLEY,5048,6950,2.36,60561.87,94.03,0.5,0.59,0.43,1.65,2.79
WOOLSEY,5049,6949,2.36,60564.23,92.19,0.69,1.5,0.71,2.32,2.6
APPLE,5050,6948,2.36,60566.58,89.45,2.99,0.72,2.84,1.87,2.13
SACCO,5051,6942,2.35,60568.93,94.64,0.36,0.75,0.3,0.97,2.98
SHIVERS,5052,6939,2.35,60571.29,49.76,45.09,0.36,0.45,2.32,2.02
MABE,5052,6939,2.35,60573.64,95.99,0.71,0.81,0.65,1.01,0.84
HUA,5052,6939,2.35,60575.99,1.48,(S),96.34,(S),1.44,0.55
PINON,5055,6938,2.35,60578.34,6.21,0.29,1.79,0.22,0.23,91.27
BOWLIN,5055,6938,2.35,60580.7,92.29,2.29,0.32,0.92,2.33,1.84
DURR,5057,6937,2.35,60583.05,62.61,31.38,0.86,0.29,2.65,2.21
LOCK,5058,6936,2.35,60585.4,76.33,10.86,6.93,0.89,1.96,3.03
SIEBERT,5059,6932,2.35,60587.75,93.83,2.14,1,0.29,1.14,1.62
BUENROSTRO,5060,6931,2.35,60590.1,2.14,(S),0.1,(S),0.07,97.59
GOSNELL,5060,6931,2.35,60592.45,95.25,0.82,0.35,0.52,1.53,1.53
HAIGHT,5062,6929,2.35,60594.8,92.64,1.57,0.98,0.38,1.83,2.6
SALLEE,5062,6929,2.35,60597.15,79.51,5.07,10,1.05,2.06,2.31
SALYER,5064,6926,2.35,60599.49,94.86,0.65,0.43,0.49,1.54,2.02
WEATHERLY,5064,6926,2.35,60601.84,82.43,12.72,0.43,0.53,1.7,2.18
VERDUZCO,5066,6923,2.35,60604.19,4.02,(S),0.14,0.2,(S),95.49
MUNRO,5067,6918,2.35,60606.53,89.9,4.05,0.62,0.55,1.53,3.35
FIELDER,5068,6917,2.34,60608.88,74.79,17.97,0.49,1.39,2.65,2.72
RUBINO,5068,6917,2.34,60611.22,91.77,0.27,0.95,0.17,1,5.83
ALEXIS,5070,6915,2.34,60613.57,13.55,75.72,0.97,1.1,3.08,5.58
LEAKE,5070,6915,2.34,60615.91,69.78,24.56,0.38,0.65,1.92,2.72
MICHALSKI,5072,6914,2.34,60618.26,95.86,0.35,0.4,0.32,1.01,2.05
GARDUNO,5073,6912,2.34,60620.6,5.95,0.32,0.39,0.22,0.2,92.93
TROMBLEY,5074,6908,2.34,60622.94,93.46,0.36,0.61,2.2,1.9,1.48
BOOHER,5075,6900,2.34,60625.28,92.99,2.22,0.46,0.64,1.25,2.45
CATALAN,5076,6899,2.34,60627.62,9.32,0.99,5.39,0.09,0.49,83.72
FARBER,5077,6897,2.34,60629.96,95.33,0.42,0.52,0.19,0.91,2.62
BISCHOFF,5077,6897,2.34,60632.3,94.93,0.23,0.51,0.25,1.01,3.07
DAVALOS,5079,6894,2.34,60634.63,6.09,0.17,0.94,0.29,0.23,92.27
DOOLITTLE,5080,6893,2.34,60636.97,90.66,4.13,0.77,0.84,1.36,2.23
POULIN,5081,6892,2.34,60639.31,95.53,0.35,0.58,0.42,1.19,1.93
STOKER,5082,6888,2.34,60641.64,86.95,7.42,1,0.49,1.45,2.69
CORDER,5083,6887,2.33,60643.98,88.18,5.6,0.46,0.51,1.74,3.5
CORWIN,5083,6887,2.33,60646.31,94.77,0.57,0.76,0.35,1.63,1.93
BELK,5085,6886,2.33,60648.64,75.59,19.52,0.8,0.32,1.71,2.06
ROOKS,5086,6883,2.33,60650.98,63.72,29.58,0.44,1.38,2.21,2.67
CALVO,5086,6883,2.33,60653.31,19.41,0.36,5.96,0.09,1.13,73.05
MILLAR,5086,6883,2.33,60655.64,89.84,3.25,1.51,0.29,1.69,3.41
HEIMS,5089,6881,2.33,60657.98,92.53,3.94,0.36,0.36,1.25,1.56
HOLIDAY,5089,6881,2.33,60660.31,36.13,49.47,0.49,8.98,2.91,2.02
GASTELUM,5091,6880,2.33,60662.64,4.4,0.25,0.16,1.02,0.16,94.01
FANNIN,5092,6873,2.33,60664.97,87.76,8.28,0.68,0.26,1.45,1.56
DUGAS,5093,6871,2.33,60667.3,81.59,14.5,0.25,0.45,1.16,2.05
JOSLIN,5094,6868,2.33,60669.63,91.07,1.22,0.63,0.96,1.94,4.18
PENROD,5095,6867,2.33,60671.96,94.38,0.29,0.57,0.55,1.66,2.55
ANDINO,5096,6866,2.33,60674.29,7.78,2.14,0.28,0.09,0.16,89.56
KRAUSS,5097,6865,2.33,60676.61,95.08,0.6,0.45,0.12,0.92,2.84
FREDRICK,5097,6865,2.33,60678.94,75.73,17.96,1.73,0.67,1.73,2.17
GRIDER,5097,6865,2.33,60681.27,86.92,7.23,0.44,0.84,2.07,2.51
DESANTIAGO,5100,6864,2.33,60683.59,2.78,0.1,0.07,0.09,0.2,96.75
HASS,5101,6863,2.33,60685.92,93.47,1.01,0.83,0.64,1.78,2.27
HANG,5101,6863,2.33,60688.25,9.19,1.03,86.64,0.07,1.94,1.12
PIEPER,5103,6860,2.33,60690.57,94.85,0.25,0.76,0.28,1.31,2.55
TSANG,5103,6860,2.33,60692.9,2.17,0.57,94.39,0,2.06,0.82
SHEPHARD,5105,6859,2.33,60695.22,62.24,30.06,0.44,1.08,2.64,3.54
LARGE,5105,6859,2.33,60697.55,90.25,2.22,0.51,1.56,1.92,3.54
QUILES,5107,6858,2.32,60699.87,7.48,1.5,0.64,0.1,0.19,90.08
PHILLIP,5108,6857,2.32,60702.2,27.5,55.8,5.96,3.6,3.6,3.53
SHRADER,5109,6855,2.32,60704.52,94.87,0.63,0.42,0.35,1.39,2.35
LUNDQUIST,5110,6853,2.32,60706.85,95.43,0.15,0.66,0.18,1.4,2.19
BAXLEY,5111,6852,2.32,60709.17,91,4.42,0.44,0.89,1.37,1.88
MCGINLEY,5112,6851,2.32,60711.49,94.83,0.51,0.92,0.22,1.61,1.91
STYLES,5113,6847,2.32,60713.81,62.79,32.66,0.26,0.2,1.84,2.25
LAMONT,5114,6845,2.32,60716.13,82.24,8.69,0.47,3.3,1.72,3.58
CARRIZALES,5114,6845,2.32,60718.45,4.41,0.29,0.1,0.12,0.18,94.9
DALRYMPLE,5116,6843,2.32,60720.77,89.61,4.82,0.61,0.69,1.51,2.76
BICE,5117,6841,2.32,60723.09,93.01,1.86,0.53,0.89,1.97,1.74
PHILIPS,5118,6840,2.32,60725.41,73.73,16.1,4.55,0.77,2.16,2.69
UNDERHILL,5119,6839,2.32,60727.73,92.51,2.57,0.42,0.6,1.59,2.3
YARBOROUGH,5119,6839,2.32,60730.05,66.08,29.4,0.37,0.57,1.83,1.75
POUNDS,5121,6838,2.32,60732.37,68.24,26.24,0.5,0.54,2.56,1.93
FLAGG,5122,6834,2.32,60734.68,63.05,31.71,0.47,0.26,2.46,2.05
BONHAM,5123,6832,2.32,60737,88.29,6.15,0.57,0.76,1.79,2.44
HUGHEY,5124,6830,2.32,60739.31,74.06,20.66,0.44,0.66,2.37,1.82
HOWES,5125,6828,2.31,60741.63,93.34,1.13,0.62,0.89,1.44,2.59
TOTTEN,5125,6828,2.31,60743.94,80.17,13.37,0.85,0.47,2.56,2.58
LIEN,5127,6827,2.31,60746.26,64.64,0.25,31.4,0.45,1.7,1.55
NELSEN,5128,6825,2.31,60748.57,94.97,0.57,0.59,0.28,1.35,2.24
ANTON,5129,6823,2.31,60750.89,78,1.38,2.93,0.85,1.35,15.49
JUSTUS,5130,6821,2.31,60753.2,92.54,1.69,0.69,0.78,2.07,2.24
WALTZ,5131,6819,2.31,60755.51,95.31,0.85,0.59,0.38,1.29,1.58
TYNER,5131,6819,2.31,60757.82,73.44,19.17,0.54,2.87,2.19,1.79
KAUFMANN,5133,6818,2.31,60760.13,94.47,0.45,0.85,0.29,1.53,2.41
GASS,5133,6818,2.31,60762.44,87.56,7.39,0.45,0.78,1.48,2.33
DENIS,5133,6818,2.31,60764.76,47.26,26.94,0.94,0.22,1.5,23.14
TRAINOR,5136,6816,2.31,60767.07,93.62,2.01,0.73,0.09,1.28,2.27
BECHTEL,5137,6813,2.31,60769.38,95.39,0.37,0.66,0.21,1.45,1.92
RICHIE,5138,6812,2.31,60771.68,74.5,18.17,0.62,0.38,2.07,4.26
GELLER,5139,6810,2.31,60773.99,94.9,0.59,0.72,0.15,1.16,2.48
LAROSA,5140,6808,2.31,60776.3,73.25,1.31,5.08,0.16,1.69,18.51
ARD,5141,6807,2.31,60778.61,83.53,11.8,0.28,0.43,1.62,2.35
RUTKOWSKI,5142,6805,2.31,60780.92,96.47,(S),0.73,(S),0.98,1.62
BRODY,5142,6805,2.31,60783.22,91.61,4.06,0.81,0.21,1.18,2.15
DAMATO,5144,6804,2.31,60785.53,91.59,0.19,1.16,0.16,1.21,5.69
TURNEY,5145,6803,2.31,60787.84,82.98,9.32,0.46,2.04,2.48,2.72
TINDALL,5146,6802,2.31,60790.14,86.3,7.91,0.51,0.79,2.01,2.47
PINCKNEY,5147,6800,2.31,60792.45,24.44,70.53,0.29,0.26,2.25,2.22
EISENBERG,5148,6798,2.3,60794.75,95.54,(S),0.9,(S),1.16,2.1
GRISHAM,5148,6798,2.3,60797.06,88.86,5.02,0.41,1.54,1.85,2.31
HUTCHERSON,5150,6795,2.3,60799.36,59.34,35.73,0.24,0.28,2.5,1.91
WOODCOCK,5151,6794,2.3,60801.66,94.05,1.3,0.53,0.57,1.55,2
KOLLER,5152,6792,2.3,60803.97,94.61,0.52,0.63,0.18,1.52,2.55
DIONNE,5153,6788,2.3,60806.27,91.26,1.1,0.71,2.65,1.71,2.56
PRIOR,5154,6787,2.3,60808.57,87.67,5.82,0.8,0.74,1.97,3.01
EBY,5155,6786,2.3,60810.87,93.74,1.02,0.65,0.44,1.62,2.53
HETRICK,5156,6784,2.3,60813.17,95.5,0.24,0.55,0.43,1.36,1.93
WELLINGTON,5156,6784,2.3,60815.47,54.25,37.25,0.96,1.19,2.65,3.7
HAMER,5158,6783,2.3,60817.77,75.59,20.12,0.53,0.32,1.49,1.95
FURLONG,5158,6783,2.3,60820.07,94.07,0.34,0.41,0.22,1.18,3.77
PORTERFIELD,5160,6780,2.3,60822.36,80.99,14.84,0.35,0.35,1.62,1.84
SARVER,5160,6780,2.3,60824.66,92.24,3.1,0.83,0.32,1.53,1.98
SCHUMANN,5162,6777,2.3,60826.96,94.23,0.71,0.77,0.19,1.2,2.91
LOFTIS,5162,6777,2.3,60829.26,87.56,6.85,0.44,1.05,2.14,1.96
HULSE,5164,6776,2.3,60831.56,90.05,2.04,0.86,0.65,2.1,4.31
GUARINO,5165,6775,2.3,60833.85,92.84,0.55,1.4,0.16,0.8,4.25
RICKMAN,5166,6774,2.3,60836.15,85.43,8.07,0.35,1.17,2.1,2.88
BORREGO,5167,6772,2.3,60838.44,8.58,0.21,0.16,0.3,0.22,90.53
BORN,5168,6771,2.3,60840.74,94.17,0.92,1.57,0.31,1.14,1.91
VACCARO,5169,6766,2.29,60843.03,93.79,0.62,0.64,0.07,0.92,3.96
GREENWELL,5170,6765,2.29,60845.33,91.93,4.04,0.52,0.28,1.51,1.73
SILLS,5171,6761,2.29,60847.62,79.71,13.53,0.75,0.4,2.09,3.52
FORNEY,5172,6755,2.29,60849.91,69.06,24.28,0.64,0.46,2.77,2.8
HOAG,5173,6752,2.29,60852.2,93.94,0.55,1.27,0.43,1.51,2.3
THORSON,5173,6752,2.29,60854.49,95.5,0.31,0.64,0.24,1.35,1.97
DREYER,5175,6751,2.29,60856.78,94.68,0.64,0.89,0.39,1.19,2.22
WOOLLEY,5176,6749,2.29,60859.06,90.49,3.75,0.61,0.49,2.27,2.4
DUMONT,5177,6748,2.29,60861.35,87.39,4.39,0.61,1.7,1.96,3.96
RATH,5178,6747,2.29,60863.64,85.58,0.41,9.96,0.52,1.72,1.81
KIDDER,5179,6746,2.29,60865.93,93.64,0.4,1.04,1.04,1.78,2.1
HOLBERT,5179,6746,2.29,60868.21,79.37,14.96,0.52,0.39,2.34,2.43
HARLESS,5179,6746,2.29,60870.5,94.57,0.83,0.44,0.98,1.6,1.57
FULCHER,5182,6745,2.29,60872.79,81.57,13.92,0.5,0.27,1.73,2
SALOMON,5182,6745,2.29,60875.07,35.4,17.79,3.94,0.31,1.44,41.11
MCMASTER,5184,6744,2.29,60877.36,92.19,3.05,0.76,0.44,1.68,1.88
KISTLER,5185,6742,2.29,60879.64,95.88,0.34,0.92,0.21,1.08,1.57
ROEDER,5185,6742,2.29,60881.93,95.06,0.18,0.58,0.27,1.41,2.51
WINFREY,5187,6740,2.28,60884.21,52.46,41.22,0.39,0.77,2.43,2.73
WEIGEL,5187,6740,2.28,60886.5,95.21,0.4,0.56,0.37,1.48,1.97
AZIZ,5187,6740,2.28,60888.78,43.29,9.48,37.66,0.12,6.51,2.94
COOKSEY,5187,6740,2.28,60891.07,78.46,16.25,0.39,0.77,1.85,2.28
LOFTIN,5191,6739,2.28,60893.35,77.22,17.01,0.43,0.56,2.42,2.36
CONGER,5192,6737,2.28,60895.64,92.89,1.63,0.67,1.35,1.47,1.99
ALBRITTON,5192,6737,2.28,60897.92,74.87,20.94,0.31,0.34,1.42,2.11
WISDOM,5194,6734,2.28,60900.2,77.65,14.26,0.46,1.5,2.44,3.7
BREMER,5195,6733,2.28,60902.49,94.1,0.77,0.79,0.48,1.31,2.55
ROUNTREE,5196,6726,2.28,60904.77,69.37,25.57,0.51,0.31,1.98,2.26
ROYBAL,5197,6725,2.28,60907.05,15.32,0.21,0.59,1.81,0.83,81.23
ZACHARY,5198,6724,2.28,60909.33,73.42,20.61,0.7,0.57,2.22,2.48
SOMERVILLE,5199,6721,2.28,60911.61,67.55,28.03,0.48,0.45,1.7,1.8
GANDHI,5199,6721,2.28,60913.88,1.92,0.39,94.97,0.4,1.74,0.58
ORTON,5201,6720,2.28,60916.16,91.98,2.43,0.65,0.51,1.5,2.93
FIFE,5202,6719,2.28,60918.44,88.72,6.15,0.42,0.86,1.73,2.13
FARAH,5203,6718,2.28,60920.72,42.13,48.33,1.99,0.36,2.28,4.91
FARKAS,5204,6714,2.28,60922.99,95.23,0.48,0.54,0.19,0.92,2.64
KERRIGAN,5204,6714,2.28,60925.27,94.76,0.57,0.55,0.28,1.46,2.38
LASH,5206,6712,2.28,60927.54,84.51,10.37,0.64,0.3,1.67,2.52
RIBEIRO,5206,6712,2.28,60929.82,81.03,7.54,2.55,0.21,1.83,6.84
SCHNELL,5208,6708,2.27,60932.09,95.5,0.61,0.57,0.1,1.21,2.01
ARENA,5209,6706,2.27,60934.37,86.46,0.75,2.16,0.07,1.09,9.47
KESLER,5210,6704,2.27,60936.64,92.53,2.83,0.48,0.7,1.39,2.07
COLTON,5210,6704,2.27,60938.91,81.67,11.35,0.64,0.75,1.98,3.61
MANDEL,5212,6703,2.27,60941.19,92.93,0.87,1.4,0.18,0.82,3.8
GILMER,5213,6697,2.27,60943.46,74.87,20.41,0.61,0.3,1.85,1.96
ISON,5213,6697,2.27,60945.73,86.22,6.42,3.72,0.52,1.49,1.63
STOTT,5215,6693,2.27,60947.99,90.44,4.68,0.78,0.52,1.54,2.05
BEJARANO,5216,6692,2.27,60950.26,5.93,0.18,0.15,0.39,0.19,93.16
NOWLIN,5216,6692,2.27,60952.53,70.64,21.77,0.55,1.11,2.99,2.94
BRUSH,5218,6690,2.27,60954.8,93.17,1.63,0.69,0.67,1.51,2.33
VANOVER,5219,6689,2.27,60957.07,92.82,3.03,0.36,0.43,1.49,1.85
MASHBURN,5220,6688,2.27,60959.33,92.64,1.47,0.46,1.38,1.76,2.29
MACKIE,5221,6686,2.27,60961.6,81.51,13.27,0.49,0.64,1.57,2.51
VANPELT,5222,6685,2.27,60963.87,89.23,4.64,0.6,2.06,1.27,2.2
BYARS,5223,6683,2.27,60966.13,77.05,17.16,0.39,0.94,2.11,2.35
CLAUDIO,5224,6679,2.26,60968.4,10.48,1.14,5.33,(S),(S),82.39
DACOSTA,5224,6679,2.26,60970.66,59.66,23.94,3.02,0.18,3.04,10.15
